id,error,dE_r2_single,dE_r2_boltz,dE_wb_single,nconf_ald,nconf_prod,std_ald_kcal,std_prod_kcal,dG_orca_kcal,dG_gxtb_kcal,dG_gxtb_corrected_final,boltz_corr,func_shift,dG_boltz,dG_wb97x
219742,,-17.518611725441914,-17.707787259438565,-16.00733263532857,5,5,4.734486763679886,5.425943663441412,2.04750690597715,2.894,1.0534728781283949,-0.1891755339966501,1.5112790901133444,1.8583313719805,3.5587859960904944
24249,,-14.930436918312749,-14.863011756935569,-15.297909443194207,5,5,0.030005308549227,3.629354188429876,2.790270726424985,3.5609,2.5334020366928387,0.06742516137718013,-0.36747252488145854,2.857695887802165,2.4227982015435265
211131,,-25.733728207795544,-26.39908410577492,,5,5,1.0904896474972918,4.253877086397927,2.7922202865703696,-2.3554,3.0528190964774717,-0.6653558979793779,,2.1268643885909917,
110901,,-12.80363895084975,-12.135007555258744,-14.224660188721854,5,5,0.5677158431517104,1.8117295623165168,6.256638028475355,4.1529,5.737697294934239,0.6686313955910066,-1.4210212378721039,6.925269424066362,4.835616790603251
105053,,-7.869012029853368,-8.07168101576392,-9.094901614798475,5,5,2.886856652868016,1.4117280426327652,12.750389873728126,5.5764,9.470404808674854,-0.2026689859105515,-1.225889584945107,12.547720887817576,11.52450028878302
71759,,-15.419021770521535,-14.991901353614626,-15.579035473428904,5,5,0.37655475438102,4.519670271480922,9.113818695790831,7.9997,8.824861930608863,0.4271204169069094,-0.16001370290736894,9.54093911269774,8.953804992883462
2,,-19.74258244799884,-19.417412992366064,-18.246871832095795,5,5,0.0037700751629187,1.2108657289467697,-4.75310943442917,0.1439,-4.285733471663319,0.3251694556327749,1.495710615903043,-4.427939978796395,-3.257398818526127
188417,,-15.023020616028964,-14.530077449423228,-16.08215215991643,5,5,0.3943764901075565,1.4422268198491317,4.958684967526898,2.7599,5.319517074528372,0.4929431666057358,-1.0591315438874656,5.451628134132633,3.899553423639432
50245,,-12.486082906891422,-12.884775596836164,,5,5,0.8112002682228061,3.830518052625625,-2.7033718658332324,5.5065,0.3758886223048039,-0.39869268994474183,,-3.1020645557779742,
156651,,-8.47595992544897,-8.531694397203355,,5,5,2.6892329330841247,3.4569394113248424,7.333799382225301,3.9545,7.247418477646426,-0.055734471754384174,,7.278064910470917,
