id,error,cluster
13891,3.6176457188394515,3
177671,4.43459742452265,0
172413,3.290526278053598,1
192867,3.7377677787826613,0
3753,4.041471704749387,3
105896,3.3369347557453075,2
176039,3.3471112568081023,1
214329,4.499867373524973,0
81931,4.056026228459089,2
142822,3.147856932754235,1
118779,5.736666437747071,0
170122,5.521887127721296,0
142767,4.858549270373906,1
110758,12.685320545696491,0
153966,3.1508883290314946,1
64737,4.684275922977872,2
7552,4.267189249069459,0
37156,5.341014685809645,3
199783,7.3809900682514575,3
42508,7.242717431999136,3
81448,3.2277872353302364,0
63206,3.442459355107218,3
55170,8.068881799440126,2
215070,3.9880464430593108,3
26303,4.973041667009463,1
7402,7.251755351978815,3
169689,3.911667811784265,0
112650,4.551330244630282,1
181987,6.054737453812422,3
114223,3.4361721759621666,3
48849,4.3589827165332515,0
15151,3.7242637572696697,0
207963,6.131102561601806,0
61533,4.576102903415464,1
97276,3.1437218874312256,3
91095,13.744088164188774,3
46400,4.93033637992896,0
78143,33.9078055502782,0
207002,3.452154241228712,2
161418,3.5700297306518705,1
44471,4.977124303895371,1
42598,3.134393192453194,3
126614,3.501897548831911,3
24688,7.83525083887956,0
186149,7.75721493055586,0
219250,3.737308211049301,0
119925,6.68672221815128,1
217418,5.061198821105314,1
51352,3.6228212281104746,0
121045,14.775085233819155,3
194090,3.38090919811978,0
26918,3.5054164409317434,3
4104,5.608966850961824,2
80399,4.705963818155739,1
205477,10.67604040052945,3
91039,4.273331271874417,1
20245,6.088818536723384,3
121957,4.494377612387353,1
195746,3.3592875005251663,0
66385,8.978660191734349,1
212483,3.89506405473956,1
137487,3.913721416447583,0
113080,3.265041865180074,2
51685,3.151625510343928,2
105173,5.13487485582919,0
38911,7.375239232092171,2
159059,3.3878889243439314,1
32017,3.1552866965179955,2
99604,3.886606312917169,1
58393,3.438490483480022,3
101116,3.903267409808275,3
115744,3.1586824501223294,0
100070,5.6738653631055325,1
170659,3.2565684963000896,0
7990,5.672209938566349,0
76809,3.1675625771850644,3
154424,3.463985143114222,0
116069,3.541661699185253,1
4557,5.226656839007589,3
96788,3.772991243217252,2
42307,3.6024900492771947,2
178816,4.673713662362781,0
54793,3.999797996352469,3
93574,12.674830298740499,3
84235,4.974594190585386,3
173135,3.564708747732573,1
86916,7.125663537391821,3
77614,4.69179010113651,0
112774,3.7252990194232307,0
47957,3.4313217505418683,0
94361,4.486208275733614,3
219360,5.688774542356583,3
212527,7.509615994277247,1
189081,7.027235527618114,0
77197,7.389870524827906,3
4410,4.764485578363104,3
29305,7.79720699393726,1
49243,9.987197793086548,0
152221,3.183074698463276,1
92624,3.1551577229616576,2
31582,3.9155747593492674,1
218499,10.842094876285168,0
203855,3.68813293732925,1
85451,6.227033895304412,3
91365,5.164698556805833,2
121873,5.032599435332508,0
112038,4.826617343313771,2
132997,3.568180507383982,1
208035,4.6498409135349625,3
141842,3.1934016720530405,1
2292,4.231304031296975,3
109909,5.4709909716142215,2
90084,14.937444344093166,2
27543,3.65785721763129,3
92224,3.3105234698240738,2
124406,6.906550111022718,1
93357,5.970970628227379,3
88044,3.8395471704267816,1
52428,3.2935786137939402,3
41836,4.259888952735937,2
98291,4.576244976706233,0
56870,4.023723842997615,2
7870,4.53346809982469,1
147493,3.6003044952464287,0
182047,3.2056713372537677,0
11263,3.544448993083656,0
203846,5.367991457951499,1
197334,12.79441393244706,3
178446,4.220628503561651,0
43659,3.2960333414027847,2
107758,5.674215275558353,2
4025,11.026750230608819,3
103022,3.759440639887616,1
255,5.347460875694532,1
57237,5.873394112144554,2
191492,6.367454295275045,0
182848,8.704738758176013,2
83920,4.038451378492642,0
156490,3.5358773823974485,1
