id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
GINUJYZEMXGGKW-ZIRAPXTMSA-N__PMQMPGAURJPXKS-MYYSRTQBSA-N,GINUJYZEMXGGKW-ZIRAPXTMSA-N,PMQMPGAURJPXKS-MYYSRTQBSA-N,GINUJYZEMXGGKW-ZIRAPXTMSA-N__PMQMPGAURJPXKS-MYYSRTQBSA-N,hetero-hetero,C[C@]12CC[C@H]3C(CCC4(O)CC(O)CC[C@]34C=O)C1=CC[C@H]2c1ccc(=O)oc1,C[C@@H]1CCC[C@@](C)(Cn2cc(C(=O)NCc3ccc(F)cc3F)c(=O)c(O)c2C=O)N(C)C1,CC1CCCC(C)(Cn2cc(C(=O)NCc3ccc(F)cc3F)c(=O)c(O)c2C(O)C(=O)C23CCC(O)CC2(O)CCC2C4=CCC(c5ccc(=O)oc5)C4(C)CCC23)N(C)C1,1.2412,12.807,13.550578296889642,-86.662629564616,-1308.3364208884311,-87.062358394382,-10.5004,-7.7127,2.7877,7.5297,0.5909,-4.0603,3.4694,2.37592,5.346,0.215723,-0.336011,0.057085,-0.005326,0.025879,0.062411,1.907064,43.6655,68.9084,9.4213,3.5332,8.6249,579.3061,20.0375,75.479,-100.342017987573,-1596.50964953943,-100.729679950493,-9.7135,-8.662,1.0515,7.1028,1.4483,-4.27555,2.82725,3.232881,4.864,0.201001,-0.358226,0.041267,0.000326,0.020796,0.040941,1.799401,48.129,55.9454,12.8437,2.3029,8.2401,681.7569,19.9955,70.898,-187.827086232249,-9.8475,-7.8721,1.9754,6.7907,1.2647,-4.0277,2.763,2.935644,9.74,0.181084,-0.492411,0.100824,-0.401053,0.345698,1.53292,1.104764,1.090224,0.010904,0.004814,0.007859,0.00609,0.007956,0.008084,0.00802,-0.000128,73.7229,64.9594,72.1318,10.7795,5.9734,8.9813,1072.4446,22.1898,1.9414,120.0743,-1.7951,,398.499,3.341,87.74,2,5,2,1,1,4,5,5,0.666667,897.596143,6.386802,7,1,461.509,3.0851,91.64,2,5,6,2,1,1,3,9,0.458333,1117.618669,9.823708,2,1,860.008,6.0308,182.54,5,10,9,3,2,5,8,14,0.583333,2395.950035,16.246272,10,0,-1.8384,-0.000219788042,1.7362,0.4820000000000002,3.4223999999999997,1.2302999999999997,0.38480000000000025,102.45079999999996,63.00999999999999,3.9000000000000057
PMQMPGAURJPXKS-MYYSRTQBSA-N__GINUJYZEMXGGKW-ZIRAPXTMSA-N,PMQMPGAURJPXKS-MYYSRTQBSA-N,GINUJYZEMXGGKW-ZIRAPXTMSA-N,GINUJYZEMXGGKW-ZIRAPXTMSA-N__PMQMPGAURJPXKS-MYYSRTQBSA-N,hetero-hetero,C[C@@H]1CCC[C@@](C)(Cn2cc(C(=O)NCc3ccc(F)cc3F)c(=O)c(O)c2C=O)N(C)C1,C[C@]12CC[C@H]3C(CCC4(O)CC(O)CC[C@]34C=O)C1=CC[C@H]2c1ccc(=O)oc1,CC1CCCC(C)(Cn2cc(C(=O)NCc3ccc(F)cc3F)c(=O)c(O)c2C(=O)C(O)C23CCC(O)CC2(O)CCC2C4=CCC(c5ccc(=O)oc5)C4(C)CCC23)N(C)C1,7.1266,29.1928,24.29489480604326,-100.342017987573,-1596.50964953943,-100.729679950493,-9.7135,-8.662,1.0515,7.1028,1.4483,-4.27555,2.82725,3.232881,4.864,0.201001,-0.358226,0.041267,0.000326,0.020796,0.040941,1.799401,48.129,55.9454,12.8437,2.3029,8.2401,681.7569,19.9955,70.898,-86.662629564616,-1308.3364208884311,-87.062358394382,-10.5004,-7.7127,2.7877,7.5297,0.5909,-4.0603,3.4694,2.37592,5.346,0.215723,-0.336011,0.057085,-0.005326,0.025879,0.062411,1.907064,43.6655,68.9084,9.4213,3.5332,8.6249,579.3061,20.0375,75.479,-187.819189681856,-9.3826,-8.0014,1.3812,6.5888,1.512,-4.0504,2.5384,3.231512,8.734,0.177209,-0.496483,0.106109,-0.380347,0.347789,1.520715,1.09142,1.12713,0.017227,0.005563,0.011395,0.011664,0.020768,0.008077,0.014422,0.012691,71.6561,67.6027,74.5731,11.4594,5.0293,11.8345,1095.375,21.8592,1.8951,120.7284,-2.6217,,461.509,3.0851,91.64,2,5,6,2,1,1,3,9,0.458333,1117.618669,9.823708,2,1,398.499,3.341,87.74,2,5,2,1,1,4,5,5,0.666667,897.596143,6.386802,7,1,860.008,5.9719,182.54,5,10,9,3,2,5,8,14,0.583333,2395.950035,16.246272,10,0,-2.0008,1.860971e-05,1.7362,0.4820000000000002,3.4223999999999997,1.2302999999999997,0.38480000000000025,102.45079999999996,63.00999999999999,3.9000000000000057
SJBBZIGORLMVTH-UHFFFAOYSA-N__UCCHTCHLQCUFCM-UHFFFAOYSA-N,SJBBZIGORLMVTH-UHFFFAOYSA-N,UCCHTCHLQCUFCM-UHFFFAOYSA-N,SJBBZIGORLMVTH-UHFFFAOYSA-N__UCCHTCHLQCUFCM-UHFFFAOYSA-N,carbo-hetero,COc1cc(C=O)nc(CN)c1C(F)F,O=CCCc1ccccc1N1CCCCCCCC1,COc1cc(C(=O)C(O)CCc2ccccc2N2CCCCCCCC2)nc(CN)c1C(F)F,-11.5835,-0.1216,1.3822511355824267,-47.666494524736,-808.526915923035,-47.783517553745,-10.2357,-8.7184,1.5173,8.324,1.0235,-4.67375,3.65025,2.992115,4.29,0.204777,-0.31285,0.052785,0.005984,0.029385,0.046801,1.899752,37.8568,41.848,8.045,2.4943,5.3032,387.8076,17.2362,87.964,-55.809500736087,-792.4268103465961,-56.12449385945,-9.4976,-6.9821,2.5155,7.2471,-0.9134,-3.16685,4.08025,1.228961,3.764,0.21381,-0.334276,0.06652,-0.000562,0.032979,0.067082,1.919888,89.5456,53.8687,4.6583,2.0026,8.3968,476.9196,18.8128,99.45,-103.965224471674,-9.2946,-8.2322,1.0624,6.8178,0.8581,-3.83795,2.97985,2.471577,2.386,0.215375,-0.373393,0.097172,-0.442342,0.313538,1.787013,0.979809,1.011069,0.063431,-0.000877,0.031277,0.064308,-0.00368,-0.002782,-0.003231,-0.000898,69.335,77.34,67.0442,4.7017,1.8731,9.4619,649.3782,20.8866,2.0057,118.5082,1.7188,70.874,216.187,1.299,65.21,1,4,4,1,1,0,1,6,0.333333,344.125131,4.787961,0,1,259.393,3.9787,20.31,0,2,4,1,0,1,2,2,0.588235,378.603384,7.980558,0,1,475.58,4.8235,88.68,2,6,9,2,1,1,3,8,0.538462,919.633238,12.762927,1,0,-3.2535999999999996,0.00039805567999999996,0.9981999999999998,0.5260000000000002,3.3867000000000003,0.4916999999999998,3.0936000000000003,89.11200000000002,43.20599999999996,44.89999999999999
UCCHTCHLQCUFCM-UHFFFAOYSA-N__SJBBZIGORLMVTH-UHFFFAOYSA-N,UCCHTCHLQCUFCM-UHFFFAOYSA-N,SJBBZIGORLMVTH-UHFFFAOYSA-N,SJBBZIGORLMVTH-UHFFFAOYSA-N__UCCHTCHLQCUFCM-UHFFFAOYSA-N,carbo-hetero,O=CCCc1ccccc1N1CCCCCCCC1,COc1cc(C=O)nc(CN)c1C(F)F,COc1cc(C(O)C(=O)CCc2ccccc2N2CCCCCCCC2)nc(CN)c1C(F)F,-17.463,-6.0144,2.3113850708184454,-55.809500736087,-792.4268103465961,-56.12449385945,-9.4976,-6.9821,2.5155,7.2471,-0.9134,-3.16685,4.08025,1.228961,3.764,0.21381,-0.334276,0.06652,-0.000562,0.032979,0.067082,1.919888,89.5456,53.8687,4.6583,2.0026,8.3968,476.9196,18.8128,99.45,-47.666494524736,-808.526915923035,-47.783517553745,-10.2357,-8.7184,1.5173,8.324,1.0235,-4.67375,3.65025,2.992115,4.29,0.204777,-0.31285,0.052785,0.005984,0.029385,0.046801,1.899752,37.8568,41.848,8.045,2.4943,5.3032,387.8076,17.2362,87.964,-103.974105061369,-9.3929,-7.4827,1.9102,6.9173,0.2428,-3.58005,3.33725,1.920257,2.38,0.227099,-0.363282,0.088919,-0.441557,0.317834,1.831817,0.936627,1.017529,0.059049,-0.002539,0.028255,0.061588,-0.004909,-0.000463,-0.002686,-0.004446,46.1623,70.3282,65.7886,6.1865,1.9418,9.2701,642.4978,20.9686,2.0077,118.001,-10.1701,60.167,259.393,3.9787,20.31,0,2,4,1,0,1,2,2,0.588235,378.603384,7.980558,0,1,216.187,1.299,65.21,1,4,4,1,1,0,1,6,0.333333,344.125131,4.787961,0,1,475.58,4.8824,88.68,2,6,9,2,1,1,3,8,0.538462,919.633238,12.762927,1,0,-0.7791999999999994,-2.966517e-05,0.9981999999999998,0.5260000000000002,3.3867000000000003,0.4916999999999998,3.0936000000000003,89.11200000000002,43.20599999999996,44.89999999999999
PNAHIMZBXHKIQV-UHFFFAOYSA-N__FKNQDOWMUQZWPA-HNNXBMFYSA-N,PNAHIMZBXHKIQV-UHFFFAOYSA-N,FKNQDOWMUQZWPA-HNNXBMFYSA-N,FKNQDOWMUQZWPA-HNNXBMFYSA-N__PNAHIMZBXHKIQV-UHFFFAOYSA-N,carbo-hetero,O=Cc1cnc(CCC(F)(F)F)nc1C(=O)O,O=CCc1cc2c(cc1Cl)[C@@](C=CC1CC1)(C(F)(F)F)NC(=O)N2,O=C1Nc2cc(CC(O)C(=O)c3cnc(CCC(F)(F)F)nc3C(=O)O)c(Cl)cc2C(C=CC2CC2)(C(F)(F)F)N1,-12.4982,4.7214,2.0995001263453075,-55.007537346163,-981.927841556562,-55.083786446164,-10.8859,-8.9714,1.9145,8.8651,1.2541,-5.0596,3.8055,3.363494,5.616,0.209752,-0.308426,0.050816,0.003249,0.027033,0.047567,1.887057,44.947,47.4865,8.8351,2.172,5.2175,405.3148,17.439,61.473,-73.959282362299,-1637.707260011242,-74.139690339662,-10.9553,-7.6048,3.3505,8.0542,0.479,-4.2666,3.7876,2.403088,6.013,0.220436,-0.309054,0.039312,0.002234,0.020773,0.037078,1.936518,37.3913,47.1126,10.0361,1.9358,9.1347,550.0359,19.1514,83.881,-129.278287416186,-10.7024,-8.8425,1.8599,7.55,1.5323,-4.54115,3.00885,3.426898,2.872,0.224804,-0.333422,0.101481,-0.443165,0.310337,1.863218,0.940822,1.008159,-8.1e-05,0.005865,0.002892,-0.005946,-0.005324,0.00039,-0.002467,-0.005714,56.5252,71.4906,75.0967,12.126,3.6346,8.6104,816.3921,20.0407,3.6329,76.3685,154.3463,29.534,248.16,1.4822,80.15,1,4,4,1,1,0,1,8,0.333333,445.602486,4.894999,0,1,358.747,3.9403,58.2,2,2,4,1,0,2,3,8,0.375,728.768087,5.806127,1,1,606.907,4.9683,141.51,4,6,9,2,1,2,4,16,0.4,1426.412892,10.928805,2,0,-3.2810999999999995,0.000127724688,1.4359999999999997,0.39700000000000024,1.2009999999999987,0.2362000000000002,3.9172000000000002,144.72109999999998,110.58700000000002,21.950000000000003
GHWLUZOUDISBCD-UHFFFAOYSA-N__MOTPHWRLPNZDJI-GJZGRUSLSA-N,GHWLUZOUDISBCD-UHFFFAOYSA-N,MOTPHWRLPNZDJI-GJZGRUSLSA-N,GHWLUZOUDISBCD-UHFFFAOYSA-N__MOTPHWRLPNZDJI-GJZGRUSLSA-N,carbo-hetero,Cc1ccc(OCc2ccc(F)cc2)c(C=O)n1,CC(=O)[C@H](C(=O)OC(C)(C)C)[C@@H](CC=O)c1cccc(C(F)(F)F)c1,CC(=O)C(C(=O)OC(C)(C)C)C(CC(O)C(=O)c1nc(C)ccc1OCc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-12.7506,2.7372,3.954289996135171,-51.70304070797,-845.6055140865119,-51.855495181869,-10.3821,-8.1196,2.2625,7.8594,0.6509,-4.25515,3.60425,2.511799,6.709,0.204649,-0.331197,0.040899,0.007504,0.024202,0.033395,1.861119,55.1212,44.9957,6.7435,1.9619,9.4144,453.0007,18.4906,86.657,-79.47430340863,-1298.819405203138,-79.738500214664,-11.2252,-7.7778,3.4474,8.5185,0.7513,-4.6349,3.8836,2.765771,5.204,0.215925,-0.319241,0.033708,0.001156,0.017432,0.032552,1.924525,69.2837,56.8021,9.542,1.8628,6.9421,556.8266,18.9353,83.485,-131.655120793808,-10.4171,-8.1675,2.2496,7.5004,1.1237,-4.31205,3.18835,2.915893,4.235,0.210659,-0.376913,0.09611,-0.449522,0.312602,1.772918,0.965551,1.00807,0.038285,0.006561,0.022423,0.031724,-0.003673,0.002948,-0.000362,-0.006621,57.0939,77.4465,70.3958,8.8655,3.522,7.7031,782.7174,21.245,1.9534,118.9613,2.3427,63.168,245.253,2.92062,39.19,0,3,4,2,1,0,2,4,0.142857,552.220492,5.401599,0,1,358.356,3.9249,60.44,0,4,6,1,0,0,1,7,0.5,644.456642,7.801151,2,1,603.609,6.39132,102.79,1,7,11,3,1,0,3,11,0.375,1463.915077,13.455232,3,0,-2.6042999999999994,0.00025294483200000005,1.1848999999999998,1.505,2.7984999999999998,0.09909999999999997,2.4723000000000006,103.82589999999999,113.10300000000001,21.25
MOTPHWRLPNZDJI-GJZGRUSLSA-N__GHWLUZOUDISBCD-UHFFFAOYSA-N,MOTPHWRLPNZDJI-GJZGRUSLSA-N,GHWLUZOUDISBCD-UHFFFAOYSA-N,GHWLUZOUDISBCD-UHFFFAOYSA-N__MOTPHWRLPNZDJI-GJZGRUSLSA-N,carbo-hetero,CC(=O)[C@H](C(=O)OC(C)(C)C)[C@@H](CC=O)c1cccc(C(F)(F)F)c1,Cc1ccc(OCc2ccc(F)cc2)c(C=O)n1,CC(=O)C(C(=O)OC(C)(C)C)C(CC(=O)C(O)c1nc(C)ccc1OCc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-14.9778,-4.6797,-0.4014446158081667,-79.47430340863,-1298.819405203138,-79.738500214664,-11.2252,-7.7778,3.4474,8.5185,0.7513,-4.6349,3.8836,2.765771,5.204,0.215925,-0.319241,0.033708,0.001156,0.017432,0.032552,1.924525,69.2837,56.8021,9.542,1.8628,6.9421,556.8266,18.9353,83.485,-51.70304070797,-845.6055140865119,-51.855495181869,-10.3821,-8.1196,2.2625,7.8594,0.6509,-4.25515,3.60425,2.511799,6.709,0.204649,-0.331197,0.040899,0.007504,0.024202,0.033395,1.861119,55.1212,44.9957,6.7435,1.9619,9.4144,453.0007,18.4906,86.657,-131.658343797699,-10.3688,-7.4822,2.8866,7.5261,0.875,-4.20055,3.32555,2.652888,6.863,0.223515,-0.345938,0.0921,-0.422216,0.323642,1.857024,0.928978,1.019353,0.023462,0.013084,0.018273,0.010378,-0.001486,0.008217,0.003366,-0.009703,55.4136,75.8893,68.3074,9.6604,2.8095,8.1433,756.2264,21.8193,2.6269,87.3871,-31.3978,49.325,358.356,3.9249,60.44,0,4,6,1,0,0,1,7,0.5,644.456642,7.801151,2,1,245.253,2.92062,39.19,0,3,4,2,1,0,2,4,0.142857,552.220492,5.401599,0,1,603.609,6.45022,102.79,1,7,11,3,1,0,3,11,0.375,1463.915077,13.455232,3,0,-3.105599999999999,4.727924399999999e-05,1.1848999999999998,1.505,2.7984999999999998,0.09909999999999997,2.4723000000000006,103.82589999999999,113.10300000000001,21.25
FKNQDOWMUQZWPA-HNNXBMFYSA-N__PNAHIMZBXHKIQV-UHFFFAOYSA-N,FKNQDOWMUQZWPA-HNNXBMFYSA-N,PNAHIMZBXHKIQV-UHFFFAOYSA-N,FKNQDOWMUQZWPA-HNNXBMFYSA-N__PNAHIMZBXHKIQV-UHFFFAOYSA-N,carbo-hetero,O=CCc1cc2c(cc1Cl)[C@@](C=CC1CC1)(C(F)(F)F)NC(=O)N2,O=Cc1cnc(CCC(F)(F)F)nc1C(=O)O,O=C1Nc2cc(CC(=O)C(O)c3cnc(CCC(F)(F)F)nc3C(=O)O)c(Cl)cc2C(C=CC2CC2)(C(F)(F)F)N1,-15.0193,3.0995,0.3354495284693495,-73.959282362299,-1637.707260011242,-74.139690339662,-10.9553,-7.6048,3.3505,8.0542,0.479,-4.2666,3.7876,2.403088,6.013,0.220436,-0.309054,0.039312,0.002234,0.020773,0.037078,1.936518,37.3913,47.1126,10.0361,1.9358,9.1347,550.0359,19.1514,83.881,-55.007537346163,-981.927841556562,-55.083786446164,-10.8859,-8.9714,1.9145,8.8651,1.2541,-5.0596,3.8055,3.363494,5.616,0.209752,-0.308426,0.050816,0.003249,0.027033,0.047567,1.887057,44.947,47.4865,8.8351,2.172,5.2175,405.3148,17.439,61.473,-129.283186102947,-10.6694,-8.7053,1.9641,7.5143,1.4573,-4.4858,3.0285,3.322173,2.181,0.23732,-0.357701,0.092092,-0.434397,0.319427,1.868437,0.93249,1.007097,0.002971,0.003305,0.003138,-0.000334,-0.0068,0.000882,-0.002959,-0.007682,54.1222,77.9654,72.2151,8.0279,3.5054,9.5509,811.2523,20.0862,3.6182,77.4425,-153.1433,28.64,358.747,3.9403,58.2,2,2,4,1,0,2,3,8,0.375,728.768087,5.806127,1,1,248.16,1.4822,80.15,1,4,4,1,1,0,1,8,0.333333,445.602486,4.894999,0,1,606.907,5.0272,141.51,4,6,9,2,1,2,4,16,0.4,1426.412892,10.928805,2,0,-1.9839000000000002,0.000113522944,1.4359999999999997,0.39700000000000024,1.2009999999999987,0.2362000000000002,3.9172000000000002,144.72109999999998,110.58700000000002,21.950000000000003
SUVKFUGSFGXCER-UHFFFAOYSA-N__TVFTWQDCSBIGAI-WMCAAGNKSA-N,SUVKFUGSFGXCER-UHFFFAOYSA-N,TVFTWQDCSBIGAI-WMCAAGNKSA-N,SUVKFUGSFGXCER-UHFFFAOYSA-N__TVFTWQDCSBIGAI-WMCAAGNKSA-N,carbo-hetero,CCN(CC)c1ccc2c(c1)oc(=O)c1cc(C=O)oc12,CCC(C)c1ccc(Oc2ccccc2S(=O)(=O)N[C@H](C=O)CC(=O)O)cc1C,CCC(C)c1ccc(Oc2ccccc2S(=O)(=O)NC(CC(=O)O)C(O)C(=O)c2cc3c(=O)oc4cc(N(CC)CC)ccc4c3o2)cc1C,-14.5091,0.8385,1.238081797703452,-60.933878478516,-974.1973081442968,-61.127324961824,-10.2074,-8.1417,2.0657,7.4785,0.9979,-4.2382,3.2403,2.771709,12.167,0.195174,-0.339637,0.038117,0.005171,0.021644,0.032946,1.816459,62.743,40.7945,12.3245,1.8758,8.6899,500.1283,18.8224,84.963,-87.978022639061,-1719.270644049465,-88.287203789948,-10.581,-7.4884,3.0926,7.6302,0.3845,-4.00735,3.62285,2.216329,5.431,0.210764,-0.307346,0.036598,0.000227,0.018412,0.036371,1.932387,63.2477,55.2635,6.5899,3.7594,10.6498,655.5164,20.3899,72.89,-149.475745075099,-9.9393,-8.0097,1.9296,6.7191,1.158,-3.93855,2.78055,2.789408,6.963,0.201529,-0.38654,0.088108,-0.44955,0.323236,1.725164,0.959015,1.015319,0.043205,0.005429,0.024317,0.037776,-0.002777,-0.000402,-0.001589,-0.002375,66.0421,71.836,80.7352,13.0635,4.6858,12.1022,977.4167,21.9045,1.9981,118.7432,-9.8535,34.223,285.299,3.1979,63.66,0,5,4,3,2,0,3,5,0.25,870.986111,5.086989,0,1,419.499,3.62132,109.77,2,5,10,2,0,0,2,8,0.333333,986.415882,9.665844,2,1,704.798,6.36502,176.59,3,10,15,5,2,0,5,13,0.324324,2218.955283,14.869374,3,0,-2.7189999999999994,0.00018924825800000001,1.0269,6.736,5.7346,1.8836,1.959900000000001,155.38809999999995,134.20000000000005,46.11
DLSZBFBYKHQQID-UHFFFAOYSA-N__QYVZXPMLXDJQCO-UHFFFAOYSA-N,DLSZBFBYKHQQID-UHFFFAOYSA-N,QYVZXPMLXDJQCO-UHFFFAOYSA-N,DLSZBFBYKHQQID-UHFFFAOYSA-N__QYVZXPMLXDJQCO-UHFFFAOYSA-N,hetero-hetero,CCOC(=O)CCCOc1c(F)cc(-c2ccc(C=O)s2)cc1F,CCOC(C=O)Oc1cc(-n2nc(C)c(Cl)c2C)c(F)cc1Cl,CCOC(=O)CCCOc1c(F)cc(-c2ccc(C(=O)C(O)C(OCC)Oc3cc(-n4nc(C)c(Cl)c4C)c(F)cc3Cl)s2)cc1F,-18.1871,-0.9721,1.351184249676844,-73.327765322034,-1556.049008654735,-73.52848018766,-10.7647,-8.488,2.2767,7.8406,1.3966,-4.6186,3.222,3.310283,5.506,0.202293,-0.344214,0.027345,0.003929,0.015637,0.023416,1.818925,64.9186,43.0209,14.3516,1.825,8.9132,592.9276,18.7851,75.974,-71.456512237559,-1935.835073682681,-71.644379141225,-10.5268,-8.1969,2.3299,7.7147,0.8482,-4.28145,3.43325,2.669601,1.74,0.196176,-0.271947,0.053565,0.001008,0.027287,0.052557,1.971043,34.8454,47.2838,12.0165,3.5121,5.9546,570.4093,19.2383,82.819,-145.238257296759,-10.2607,-8.6769,1.5838,7.0304,1.798,-4.4142,2.6162,3.723943,8.724,0.205738,-0.363561,0.087037,-0.431703,0.329721,1.757736,0.948364,1.030389,0.034116,0.003135,0.018625,0.030981,-0.004505,-0.001535,-0.00302,-0.00297,59.2299,66.6546,71.5762,9.4502,3.3691,12.793,966.3487,21.0539,2.0337,116.3624,15.5059,47.494,354.374,4.2279,52.6,0,5,8,2,1,0,2,7,0.294118,704.125776,8.538098,0,1,361.2,3.87534,53.35,0,4,6,2,1,0,2,8,0.333333,733.997448,7.293985,1,1,715.574,7.64904,109.11,1,9,15,4,2,0,4,15,0.34375,1741.514582,15.983795,2,0,-2.5678,0.00021045688500000002,0.053199999999999914,3.766,2.335099999999999,1.6871000000000003,2.9585999999999997,22.518299999999954,6.825999999999965,0.75
RLRSKWCNRUZCHG-UHFFFAOYSA-N__HABKMSHCOKTPAT-UHFFFAOYSA-N,RLRSKWCNRUZCHG-UHFFFAOYSA-N,HABKMSHCOKTPAT-UHFFFAOYSA-N,HABKMSHCOKTPAT-UHFFFAOYSA-N__RLRSKWCNRUZCHG-UHFFFAOYSA-N,hetero-hetero,CS(=O)(=O)c1ccc(-c2c(C=O)oc(=O)n2-c2ccc(F)cc2)cc1,CCOc1nc(OC(C=O)OF)ncc1F,CCOc1nc(OC(OF)C(O)C(=O)c2oc(=O)n(-c3ccc(F)cc3)c2-c2ccc(S(C)(=O)=O)cc2)ncc1F,-19.0751,-2.422,-1.0180029947241236,-73.586686635962,-1583.84218269786,-73.744987763883,-11.4675,-8.9225,2.545,8.4827,1.7984,-5.14055,3.34215,3.953332,5.068,0.197447,-0.332523,0.034101,0.004514,0.019307,0.029587,1.821861,46.0374,45.5064,10.5135,1.9415,9.8407,546.9852,20.4777,73.376,-52.583795012575,-919.597445379366,-52.674828020123,-11.0675,-8.795,2.2725,9.0311,1.0604,-5.04575,3.98535,3.194148,4.323,0.208491,-0.227922,0.056343,0.002842,0.029592,0.053501,2.005982,77.7115,42.633,8.0969,2.2665,7.8608,416.5161,16.7093,16.408,-126.494055959679,-11.458,-9.3769,2.0811,8.3781,2.4153,-5.3967,2.9814,4.884345,3.397,0.208252,-0.37241,0.093533,-0.403489,0.328094,1.728128,0.93813,1.04827,0.045982,0.002386,0.024184,0.043596,-0.002678,-0.002812,-0.002745,0.000134,44.7211,78.0074,67.5841,5.8363,2.0487,8.3042,695.0127,22.5643,2.133,112.3007,-24.2657,-12.466,361.35,2.4526,86.35,0,5,4,3,1,0,3,8,0.058824,1093.435131,6.135866,0,1,234.158,0.8193,70.54,0,6,6,1,1,0,1,8,0.375,363.891589,5.908226,1,1,595.508,2.8177,160.05,1,11,11,4,2,0,4,16,0.2,1723.960162,11.910211,2,0,-2.6724999999999994,0.00025433230199999995,0.27249999999999996,0.7449999999999992,2.4166000000000007,0.3250000000000002,1.9798999999999998,130.46909999999997,127.19200000000004,15.809999999999988
