id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
SZXXCARQWAJCFR-UHFFFAOYSA-N__XJGUPSSAWOMOAW-UHFFFAOYSA-N,SZXXCARQWAJCFR-UHFFFAOYSA-N,XJGUPSSAWOMOAW-UHFFFAOYSA-N,SZXXCARQWAJCFR-UHFFFAOYSA-N__XJGUPSSAWOMOAW-UHFFFAOYSA-N,aliph-hetero,CCOC1=C(CC=O)C(=O)CC(C)(C)C1,O=Cc1csc(-c2ccc(C(F)F)cc2)n1,CCOC1=C(CC(=O)C(O)c2csc(-c3ccc(C(F)F)cc3)n2)C(=O)CC(C)(C)C1,-13.0202,-0.8618,2.553638514366,-46.855996477152,-693.5468262682821,-47.061981251603,-10.4306,-7.3731,3.0575,8.0196,-0.2087,-3.90545,4.11415,1.853668,7.401,0.223408,-0.332308,0.033369,0.00464,0.019005,0.028729,1.910889,65.7684,49.2866,5.933,1.9469,7.343,418.8279,17.4337,88.217,-46.71417809282,-1151.1934097480691,-46.800376875756,-11.2107,-8.486,2.7247,8.6607,1.2983,-4.9795,3.6812,3.367845,2.833,0.203951,-0.331622,0.021177,0.007988,0.014583,0.013189,1.861425,43.2258,41.2353,10.2387,1.8346,7.912,411.1988,18.6952,93.581,-93.919546089966,-10.4831,-8.0706,2.4125,7.5957,1.1273,-4.3615,3.2342,2.940864,5.44,0.224925,-0.358776,0.092918,-0.441585,0.316073,1.84211,0.950807,1.004459,0.007622,0.008826,0.008224,-0.001204,-0.0025,0.00541,0.001455,-0.00791,84.3049,68.8187,70.804,9.584,2.586,9.7623,626.0064,20.7903,2.0309,116.7708,-12.9055,58.495,210.273,2.2551,43.37,0,3,4,0,0,1,1,3,0.666667,299.989093,4.599557,0,1,239.246,3.5602,29.96,0,3,3,2,1,0,2,5,0.090909,492.940599,4.486235,0,1,449.519,5.42,76.49,1,6,8,2,1,1,3,8,0.434783,995.260339,9.359958,1,0,-1.9445999999999994,9.826128e-05,0.3328000000000002,4.568,4.3057,0.11230000000000007,0.569,7.629099999999994,28.973000000000013,13.409999999999997
ICMHHHVASVLFAN-UHFFFAOYSA-N__VMHCAWQZKIWDEK-UHFFFAOYSA-N,ICMHHHVASVLFAN-UHFFFAOYSA-N,VMHCAWQZKIWDEK-UHFFFAOYSA-N,ICMHHHVASVLFAN-UHFFFAOYSA-N__VMHCAWQZKIWDEK-UHFFFAOYSA-N,carbo-hetero,Cc1cc(F)ccc1-n1cc(C=O)c(-c2ccc(Br)o2)n1,COC(C=O)(CBr)c1ccc(C(F)(F)F)cc1,COC(CBr)(c1ccc(C(F)(F)F)cc1)C(O)C(=O)c1cn(-c2ccc(F)cc2C)nc1-c1ccc(Br)o1,-13.9877,-0.4077,2.7484635677210045,-59.865068436055,-3511.287367052714,-59.999137402057,-10.79,-7.984,2.806,7.9214,0.9923,-4.45685,3.46455,2.86668,5.025,0.205643,-0.350775,0.028288,0.002691,0.015489,0.025597,1.83832,53.9662,46.1412,9.8611,2.2914,7.1499,502.7818,19.7355,90.58,-54.925414793767,-3449.122158411331,-55.042855152967,-11.3869,-8.4727,2.9142,8.9431,0.8196,-4.88135,4.06175,2.933166,5.572,0.196679,-0.30775,0.058384,0.007804,0.033094,0.05058,1.93546,40.5731,58.141,6.2528,3.1935,7.891,427.4685,18.5561,87.647,-115.103530770119,-10.7171,-8.1506,2.5665,7.7479,1.3181,-4.533,3.2149,3.195759,5.089,0.214867,-0.370795,0.09543,-0.446924,0.324244,1.778937,0.949095,1.024121,0.039286,0.005267,0.022277,0.034019,-0.006439,-0.003975,-0.005207,-0.002464,53.3898,75.9522,78.1256,6.5112,2.0504,10.3583,692.7306,22.534,1.9744,118.6647,-11.999,75.599,349.159,4.15482,48.03,0,3,3,3,2,0,3,6,0.066667,822.945507,5.290028,0,1,311.097,3.1409,26.3,0,2,4,1,0,0,1,6,0.363636,382.698171,5.181632,1,1,660.256,6.84152,77.49,1,5,8,4,2,0,4,12,0.230769,1460.906514,10.7562,2,0,-2.3172999999999995,0.000157111344,0.10820000000000007,0.5469999999999997,3.6083000000000007,0.9020999999999999,0.7411000000000003,75.31329999999997,38.06200000000001,21.73
VMHCAWQZKIWDEK-UHFFFAOYSA-N__ICMHHHVASVLFAN-UHFFFAOYSA-N,VMHCAWQZKIWDEK-UHFFFAOYSA-N,ICMHHHVASVLFAN-UHFFFAOYSA-N,ICMHHHVASVLFAN-UHFFFAOYSA-N__VMHCAWQZKIWDEK-UHFFFAOYSA-N,carbo-hetero,COC(C=O)(CBr)c1ccc(C(F)(F)F)cc1,Cc1cc(F)ccc1-n1cc(C=O)c(-c2ccc(Br)o2)n1,COC(CBr)(C(=O)C(O)c1cn(-c2ccc(F)cc2C)nc1-c1ccc(Br)o1)c1ccc(C(F)(F)F)cc1,-11.3576,1.5589,6.562195237856647,-54.925414793767,-3449.122158411331,-55.042855152967,-11.3869,-8.4727,2.9142,8.9431,0.8196,-4.88135,4.06175,2.933166,5.572,0.196679,-0.30775,0.058384,0.007804,0.033094,0.05058,1.93546,40.5731,58.141,6.2528,3.1935,7.891,427.4685,18.5561,87.647,-59.865068436055,-3511.287367052714,-59.999137402057,-10.79,-7.984,2.806,7.9214,0.9923,-4.45685,3.46455,2.86668,5.025,0.205643,-0.350775,0.028288,0.002691,0.015489,0.025597,1.83832,53.9662,46.1412,9.8611,2.2914,7.1499,502.7818,19.7355,90.58,-115.097240993996,-10.5775,-8.2907,2.2868,7.6105,1.3959,-4.5032,3.1073,3.263092,3.267,0.215517,-0.356484,0.105399,-0.434589,0.311545,1.837212,0.971781,1.001716,0.038905,0.002825,0.020865,0.03608,-0.002592,-0.000435,-0.001514,-0.002157,42.1485,80.7556,74.4532,7.0268,2.9539,10.3997,724.1998,22.1516,2.1581,111.6696,15.9165,56.611,311.097,3.1409,26.3,0,2,4,1,0,0,1,6,0.363636,382.698171,5.181632,1,1,349.159,4.15482,48.03,0,3,3,3,2,0,3,6,0.066667,822.945507,5.290028,0,1,660.256,6.90042,77.49,1,5,8,4,2,0,4,12,0.230769,1460.906514,10.7562,2,0,-3.4029000000000007,0.00022075955200000002,0.10820000000000007,0.5469999999999997,3.6083000000000007,0.9020999999999999,0.7411000000000003,75.31329999999997,38.06200000000001,21.73
JONOIWLLAYFTTM-UHFFFAOYSA-N__YUJGDFFBUIAWMK-UHFFFAOYSA-N,JONOIWLLAYFTTM-UHFFFAOYSA-N,YUJGDFFBUIAWMK-UHFFFAOYSA-N,JONOIWLLAYFTTM-UHFFFAOYSA-N__YUJGDFFBUIAWMK-UHFFFAOYSA-N,carbo-hetero,O=Cc1csc2cc(O)cc(F)c12,O=CCCCOC(=O)COc1ccc(Cl)cc1Cl,O=C(COc1ccc(Cl)cc1Cl)OCCCC(O)C(=O)c1csc2cc(O)cc(F)c12,-7.7031,-0.5558,6.00486710028569,-37.860450948346,-994.4282732425212,-37.91277711169,-10.8805,-8.1902,2.6903,8.3999,0.6931,-4.5465,3.8534,2.682133,5.886,0.203825,-0.346462,0.037866,0.006503,0.022184,0.031363,1.844775,50.1477,46.5821,7.691,1.7787,5.6248,339.858,18.4912,86.354,-57.038370949693,-1685.656800975382,-57.177618168008,-10.3607,-7.7713,2.5894,7.7229,0.1767,-3.9498,3.7731,2.067388,8.545,0.221731,-0.344071,0.061044,0.002424,0.031734,0.05862,1.898007,44.5248,56.0834,4.6188,1.9208,9.4826,465.0989,18.8754,85.916,-95.141737939176,-10.6513,-7.7732,2.8781,7.6785,0.8963,-4.2874,3.3911,2.7103,6.189,0.220545,-0.34687,0.090263,-0.441043,0.314444,1.82731,0.959844,1.014245,0.033144,0.006008,0.019576,0.027136,-0.002728,0.003706,0.000489,-0.006434,59.8282,71.7638,74.3774,6.7316,2.0834,10.5002,570.9364,22.298,2.0772,115.317,-11.233,68.789,196.202,2.5585,37.3,1,3,1,2,1,0,2,4,0.0,475.664592,2.812712,0,1,291.13,2.8945,52.6,0,4,7,1,0,0,1,6,0.333333,420.538479,7.950276,0,1,487.332,4.9988,93.06,2,7,9,3,1,0,3,10,0.238095,1116.688178,10.279784,1,0,-3.1091999999999995,0.000396969132,0.10090000000000021,2.659,3.0721999999999996,0.14210000000000012,3.8578,125.24090000000001,94.928,15.300000000000004
YUJGDFFBUIAWMK-UHFFFAOYSA-N__JONOIWLLAYFTTM-UHFFFAOYSA-N,YUJGDFFBUIAWMK-UHFFFAOYSA-N,JONOIWLLAYFTTM-UHFFFAOYSA-N,JONOIWLLAYFTTM-UHFFFAOYSA-N__YUJGDFFBUIAWMK-UHFFFAOYSA-N,carbo-hetero,O=CCCCOC(=O)COc1ccc(Cl)cc1Cl,O=Cc1csc2cc(O)cc(F)c12,O=C(COc1ccc(Cl)cc1Cl)OCCCC(=O)C(O)c1csc2cc(O)cc(F)c12,-8.9182,-0.4402,2.6379051592833043,-57.038370949693,-1685.656800975382,-57.177618168008,-10.3607,-7.7713,2.5894,7.7229,0.1767,-3.9498,3.7731,2.067388,8.545,0.221731,-0.344071,0.061044,0.002424,0.031734,0.05862,1.898007,44.5248,56.0834,4.6188,1.9208,9.4826,465.0989,18.8754,85.916,-37.860450948346,-994.4282732425212,-37.91277711169,-10.8805,-8.1902,2.6903,8.3999,0.6931,-4.5465,3.8534,2.682133,5.886,0.203825,-0.346462,0.037866,0.006503,0.022184,0.031363,1.844775,50.1477,46.5821,7.691,1.7787,5.6248,339.858,18.4912,86.354,-95.137427926015,-10.5364,-7.7566,2.7798,7.3389,0.9033,-4.1211,3.2178,2.638987,8.35,0.226384,-0.367664,0.094708,-0.435047,0.311862,1.83685,0.940844,1.011552,0.038377,0.005318,0.021847,0.033059,-0.003053,0.001365,-0.000844,-0.004418,52.2194,75.7681,69.9206,5.3338,2.0664,11.3118,645.9669,21.1929,2.1035,115.014,-21.5521,49.02,291.13,2.8945,52.6,0,4,7,1,0,0,1,6,0.333333,420.538479,7.950276,0,1,196.202,2.5585,37.3,1,3,1,2,1,0,2,4,0.0,475.664592,2.812712,0,1,487.332,5.0577,93.06,2,7,9,3,1,0,3,10,0.238095,1116.688178,10.279784,1,0,-2.1704999999999988,9.178718399999999e-05,0.10090000000000021,2.659,3.0721999999999996,0.14210000000000012,3.8578,125.24090000000001,94.928,15.300000000000004
SERPDSQWFDEXHJ-UHFFFAOYSA-N__XNIXGNJNEZQVTA-UEJVZZJDSA-N,SERPDSQWFDEXHJ-UHFFFAOYSA-N,XNIXGNJNEZQVTA-UEJVZZJDSA-N,SERPDSQWFDEXHJ-UHFFFAOYSA-N__XNIXGNJNEZQVTA-UEJVZZJDSA-N,hetero-hetero,COc1nc(OC)c(C=O)s1,C[C@@H](COCC1CC1C=O)Nc1cn[nH]c(=O)c1C(F)(F)F,COc1nc(OC)c(C(=O)C(O)C2CC2COCC(C)Nc2cn[nH]c(=O)c2C(F)(F)F)s1,-9.1437,7.0399,6.756464784408202,-34.710610274869,-911.402373877504,-34.773372078289,-10.627,-7.8924,2.7346,8.3429,0.308,-4.32545,4.01745,2.328531,7.504,0.203705,-0.358076,0.040586,0.00428,0.022433,0.036306,1.790681,60.8833,44.432,8.501,1.9188,5.4217,339.4183,16.9819,,-70.941931142178,-1194.3124423653169,-71.134031608513,-10.8634,-8.1394,2.724,8.1491,0.9477,-4.5484,3.6007,2.872767,5.728,0.209656,-0.344928,0.046798,0.00506,0.025929,0.041738,1.867644,39.9973,45.2007,10.1141,1.7,10.952,517.7461,17.9369,79.352,-105.952921248378,-10.7212,-8.0587,2.6625,7.5096,1.5,-4.5048,3.0048,3.376801,6.463,0.207754,-0.388196,0.0948,-0.438202,0.314524,1.726821,0.945109,1.00882,0.029431,0.008224,0.018828,0.021207,-0.00226,0.003168,0.000454,-0.005428,61.6575,66.9965,67.46,7.9722,2.0475,13.5068,726.5847,19.3517,2.0874,114.6019,-24.8279,68.712,173.193,0.9728,48.42,0,5,3,1,1,0,1,5,0.333333,258.330116,3.337834,0,1,319.283,1.4407,84.08,2,5,7,1,1,1,2,9,0.615385,587.873539,6.469485,3,1,492.476,1.9593,135.66,3,10,11,2,2,1,3,14,0.578947,1043.265861,10.052425,4,0,-2.4876000000000005,0.00020029544,0.01059999999999972,1.7759999999999998,1.613100000000001,0.2188000000000001,5.5302999999999995,178.32779999999997,146.09,35.66
XNIXGNJNEZQVTA-UEJVZZJDSA-N__SERPDSQWFDEXHJ-UHFFFAOYSA-N,XNIXGNJNEZQVTA-UEJVZZJDSA-N,SERPDSQWFDEXHJ-UHFFFAOYSA-N,SERPDSQWFDEXHJ-UHFFFAOYSA-N__XNIXGNJNEZQVTA-UEJVZZJDSA-N,hetero-hetero,C[C@@H](COCC1CC1C=O)Nc1cn[nH]c(=O)c1C(F)(F)F,COc1nc(OC)c(C=O)s1,COc1nc(OC)c(C(O)C(=O)C2CC2COCC(C)Nc2cn[nH]c(=O)c2C(F)(F)F)s1,-6.0231,7.6598,8.065830322508786,-70.941931142178,-1194.3124423653169,-71.134031608513,-10.8634,-8.1394,2.724,8.1491,0.9477,-4.5484,3.6007,2.872767,5.728,0.209656,-0.344928,0.046798,0.00506,0.025929,0.041738,1.867644,39.9973,45.2007,10.1141,1.7,10.952,517.7461,17.9369,79.352,-34.710610274869,-911.402373877504,-34.773372078289,-10.627,-7.8924,2.7346,8.3429,0.308,-4.32545,4.01745,2.328531,7.504,0.203705,-0.358076,0.040586,0.00428,0.022433,0.036306,1.790681,60.8833,44.432,8.501,1.9188,5.4217,339.4183,16.9819,,-105.946318397679,-10.2658,-8.0648,2.201,7.2736,1.2127,-4.24315,3.03045,2.970569,9.371,0.21469,-0.368874,0.103418,-0.431015,0.319348,1.802548,0.938222,1.015654,0.036168,0.004848,0.020508,0.03132,-0.002452,0.001333,-0.00056,-0.003785,57.6591,69.0534,65.6378,5.7912,2.5409,10.8646,741.0347,19.1096,2.0548,116.7454,11.0309,40.37,319.283,1.4407,84.08,2,5,7,1,1,1,2,9,0.615385,587.873539,6.469485,3,1,173.193,0.9728,48.42,0,5,3,1,1,0,1,5,0.333333,258.330116,3.337834,0,1,492.476,2.0182,135.66,3,10,11,2,2,1,3,14,0.578947,1043.265861,10.052425,4,0,-2.971,0.00020536516,0.01059999999999972,1.7759999999999998,1.613100000000001,0.2188000000000001,5.5302999999999995,178.32779999999997,146.09,35.66
XDWJQVCCPGWTSR-UHFFFAOYSA-N__XTYAXJSXJWVVFZ-JTQLQIEISA-N,XDWJQVCCPGWTSR-UHFFFAOYSA-N,XTYAXJSXJWVVFZ-JTQLQIEISA-N,XDWJQVCCPGWTSR-UHFFFAOYSA-N__XTYAXJSXJWVVFZ-JTQLQIEISA-N,hetero-hetero,Cc1ccc(-c2nc3scc(-c4ccc(F)cc4)n3c2C=O)cc1,O=C[C@H](CC(=O)O)NC(=O)c1cc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cs1,Cc1ccc(-c2nc3scc(-c4ccc(F)cc4)n3c2C(=O)C(O)C(CC(=O)O)NC(=O)c2cc(CNS(=O)(=O)c3ccc(O)c(C(=O)O)c3)cs2)cc1,-13.3187,3.6841,14.615531391167504,-65.021104920038,-1414.443934085028,-65.207702226906,-10.6209,-7.949,2.6719,7.6323,1.0075,-4.3199,3.3124,2.816921,2.629,0.195807,-0.380189,0.028942,0.002163,0.015553,0.026779,1.771048,61.4734,55.7474,6.9361,2.6554,8.4392,538.4612,20.3003,85.282,-93.32424595568,-2240.294951035693,-93.506036086779,-11.1532,-8.3042,2.849,7.9989,1.5932,-4.79605,3.20285,3.590879,1.916,0.211354,-0.306811,0.020669,0.005185,0.012927,0.015484,1.937568,64.0252,52.5059,10.424,2.0452,13.8706,680.3304,20.1985,57.724,-158.783083921355,-10.2455,-8.2078,2.0377,7.07,1.6016,-4.3358,2.7342,3.437781,10.264,0.206179,-0.397304,0.080808,-0.442992,0.321655,1.730012,0.949857,1.019961,0.022108,0.003356,0.012732,0.018752,-0.0016,0.00115,-0.000225,-0.00275,73.4046,80.0422,79.9467,7.5653,3.0558,13.8526,920.1643,23.3507,2.0072,117.5459,18.08,41.403,336.391,4.98982,34.37,0,3,3,4,2,0,4,5,0.052632,1029.862295,5.688058,0,1,456.454,0.4024,187.17,5,8,10,2,1,0,2,13,0.176471,1092.398491,9.47208,1,1,792.845,4.93802,224.7,6,11,14,6,3,0,6,18,0.138889,2527.232042,15.285756,2,0,-2.316700000000001,4.4707047e-05,0.17710000000000026,0.7130000000000001,3.4879,0.6102000000000003,5.4314,141.8692000000001,120.06299999999999,152.79999999999998
LTYWIFUVTSLSIL-UHFFFAOYSA-N__QLAPMLUCWAWIDB-UHFFFAOYSA-N,LTYWIFUVTSLSIL-UHFFFAOYSA-N,QLAPMLUCWAWIDB-UHFFFAOYSA-N,LTYWIFUVTSLSIL-UHFFFAOYSA-N__QLAPMLUCWAWIDB-UHFFFAOYSA-N,carbo-hetero,O=Cc1ccc(-c2cc(F)cc(Br)c2OC(F)F)o1,NCc1cc(Cl)ccc1OC(C=O)N1C2CCC1CC(Cc1ccc(F)cc1)C2,NCc1cc(Cl)ccc1OC(C(O)C(=O)c1ccc(-c2cc(F)cc(Br)c2OC(F)F)o1)N1C2CCC1CC(Cc1ccc(F)cc1)C2,-11.8996,-0.771,0.5877014961540492,-59.139718434189,-3560.096489561993,-59.21973664884,-11.418,-8.7424,2.6756,8.7965,1.5948,-5.19565,3.60085,3.74839,5.021,0.198072,-0.316931,0.033368,0.007465,0.020417,0.025903,1.846133,47.1323,42.3092,9.793,1.8821,7.9037,435.769,19.1965,90.557,-85.434124374144,-1711.7139739267209,-85.782507902607,-10.1582,-7.8556,2.3026,7.1506,0.4023,-3.77645,3.37415,2.113358,4.039,0.202067,-0.310584,0.058092,0.002191,0.030141,0.055901,1.928007,70.02,57.36,9.5496,2.1859,10.6801,649.7098,20.0775,77.171,-145.062477363777,-9.957,-8.705,1.252,7.2188,1.8204,-4.5196,2.6992,3.783859,2.992,0.220536,-0.354086,0.080965,-0.43695,0.312246,1.778369,0.962101,1.002046,0.041519,-0.000846,0.020337,0.042365,-0.004107,0.001593,-0.001257,-0.0057,55.2432,74.162,73.7893,13.3414,1.9733,8.6784,854.9193,22.593,4.198,32.4438,134.0711,57.549,335.075,4.2621,39.44,0,3,4,2,1,0,2,7,0.083333,610.262231,5.478079,0,1,416.924,4.3273,55.56,1,4,7,2,0,2,4,6,0.434783,846.456381,8.820168,3,1,751.999,8.1352,98.16,2,7,12,4,1,2,6,13,0.342857,1760.384576,14.594156,4,0,-3.5623999999999993,0.00043365678,0.3730000000000002,0.9820000000000002,0.2433999999999994,0.30380000000000007,2.7763999999999998,213.94079999999997,81.84899999999999,16.120000000000005
XTYAXJSXJWVVFZ-JTQLQIEISA-N__XDWJQVCCPGWTSR-UHFFFAOYSA-N,XTYAXJSXJWVVFZ-JTQLQIEISA-N,XDWJQVCCPGWTSR-UHFFFAOYSA-N,XDWJQVCCPGWTSR-UHFFFAOYSA-N__XTYAXJSXJWVVFZ-JTQLQIEISA-N,hetero-hetero,O=C[C@H](CC(=O)O)NC(=O)c1cc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cs1,Cc1ccc(-c2nc3scc(-c4ccc(F)cc4)n3c2C=O)cc1,Cc1ccc(-c2nc3scc(-c4ccc(F)cc4)n3c2C(O)C(=O)C(CC(=O)O)NC(=O)c2cc(CNS(=O)(=O)c3ccc(O)c(C(=O)O)c3)cs2)cc1,-11.328,1.7122,17.066873901512267,-93.32424595568,-2240.294951035693,-93.506036086779,-11.1532,-8.3042,2.849,7.9989,1.5932,-4.79605,3.20285,3.590879,1.916,0.211354,-0.306811,0.020669,0.005185,0.012927,0.015484,1.937568,64.0252,52.5059,10.424,2.0452,13.8706,680.3304,20.1985,57.724,-65.021104920038,-1414.443934085028,-65.207702226906,-10.6209,-7.949,2.6719,7.6323,1.0075,-4.3199,3.3124,2.816921,2.629,0.195807,-0.380189,0.028942,0.002163,0.015553,0.026779,1.771048,61.4734,55.7474,6.9361,2.6554,8.4392,538.4612,20.3003,85.282,-158.783087566267,-10.0948,-8.3405,1.7543,7.0023,1.6278,-4.31505,2.68725,3.464444,7.301,0.211522,-0.348191,0.102094,-0.442663,0.317153,1.841968,0.965055,0.997439,0.025786,0.000309,0.013048,0.025477,-0.001351,-0.002281,-0.001816,0.00093,72.484,78.0883,81.6268,11.9989,3.0765,13.1158,903.3536,23.3544,2.0096,116.9549,6.0263,36.894,456.454,0.4024,187.17,5,8,10,2,1,0,2,13,0.176471,1092.398491,9.47208,1,1,336.391,4.98982,34.37,0,3,3,4,2,0,4,5,0.052632,1029.862295,5.688058,0,1,792.845,4.99692,224.7,6,11,14,6,3,0,6,18,0.138889,2527.232042,15.285756,2,0,-3.2042,0.00015006427,0.17710000000000026,0.7130000000000001,3.4879,0.6102000000000003,5.4314,141.8692000000001,120.06299999999999,152.79999999999998
QLAPMLUCWAWIDB-UHFFFAOYSA-N__LTYWIFUVTSLSIL-UHFFFAOYSA-N,QLAPMLUCWAWIDB-UHFFFAOYSA-N,LTYWIFUVTSLSIL-UHFFFAOYSA-N,LTYWIFUVTSLSIL-UHFFFAOYSA-N__QLAPMLUCWAWIDB-UHFFFAOYSA-N,carbo-hetero,NCc1cc(Cl)ccc1OC(C=O)N1C2CCC1CC(Cc1ccc(F)cc1)C2,O=Cc1ccc(-c2cc(F)cc(Br)c2OC(F)F)o1,NCc1cc(Cl)ccc1OC(C(=O)C(O)c1ccc(-c2cc(F)cc(Br)c2OC(F)F)o1)N1C2CCC1CC(Cc1ccc(F)cc1)C2,-7.9071,3.3049,5.729030520122362,-85.434124374144,-1711.7139739267209,-85.782507902607,-10.1582,-7.8556,2.3026,7.1506,0.4023,-3.77645,3.37415,2.113358,4.039,0.202067,-0.310584,0.058092,0.002191,0.030141,0.055901,1.928007,70.02,57.36,9.5496,2.1859,10.6801,649.7098,20.0775,77.171,-59.139718434189,-3560.096489561993,-59.21973664884,-11.418,-8.7424,2.6756,8.7965,1.5948,-5.19565,3.60085,3.74839,5.021,0.198072,-0.316931,0.033368,0.007465,0.020417,0.025903,1.846133,47.1323,42.3092,9.793,1.8821,7.9037,435.769,19.1965,90.557,-145.0527942412,-10.4101,-8.1632,2.2469,7.2315,1.3903,-4.3109,2.9206,3.181514,5.762,0.210271,-0.321626,0.101467,-0.427522,0.320314,1.886077,0.949062,1.004079,0.04142,-0.002439,0.019491,0.043859,-0.001744,-0.001275,-0.001509,-0.000469,46.3889,76.2731,73.5668,5.3207,2.9551,10.6244,867.1992,22.2503,2.2011,109.9269,-23.6976,38.277,416.924,4.3273,55.56,1,4,7,2,0,2,4,6,0.434783,846.456381,8.820168,3,1,335.075,4.2621,39.44,0,3,4,2,1,0,2,7,0.083333,610.262231,5.478079,0,1,751.999,8.1941,98.16,2,7,12,4,1,2,6,13,0.342857,1760.384576,14.594156,4,0,-1.4158000000000008,7.3109288e-05,0.3730000000000002,0.9820000000000002,0.2433999999999994,0.30380000000000007,2.7763999999999998,213.94079999999997,81.84899999999999,16.120000000000005
